Name,Date,Rate,Votes,Genre,Duration,Certificate,Nudity,Violence,Profanity,Alcohol,Frightening
Black Panther,2018,7.3,680014,"Action, Adventure, Sci-Fi",134,PG-13,None,Moderate,Mild,None,Moderate
Die Hard,1988,8.2,822842,"Action, Thriller",132,R,Mild,Severe,Severe,Moderate,Moderate
Mass,2021,7.9,526,Drama,110,PG-13,None,Mild,Moderate,None,Severe
Birds of Paradise,2021,5.8,1224,Drama,113,R,Mild,Mild,Moderate,Severe,Mild
The Girl Next Door,2004,6.7,215790,"Comedy, Drama, Romance",109,R,Moderate,Mild,Severe,Mild,None
Don't Breathe,2016,7.1,252617,"Crime, Horror, Thriller",88,R,Moderate,Severe,Severe,Mild,Severe
We're the Millers,2013,7.0,423818,"Comedy, Crime",110,R,Moderate,Mild,Severe,Severe,None
Saving Private Ryan,1998,8.6,1296420,"Drama, War",169,R,None,Severe,Moderate,Mild,Severe
The Grand Budapest Hotel,2014,8.1,748244,"Adventure, Comedy, Crime",99,R,Moderate,Moderate,Moderate,Mild,Mild
The Invisible Man,2020,7.1,194020,"Drama, Horror, Mystery",124,R,None,Severe,Moderate,Mild,Severe
The VVitch: A New-England Folktale,2015,6.9,224807,"Drama, Horror, Mystery",92,R,Moderate,Severe,Mild,None,Severe
The King,2019,7.2,102513,"Biography, Drama, History",140,R,Mild,Severe,Moderate,Mild,Moderate
Ready or Not,2019,6.9,128678,"Action, Comedy, Horror",95,R,None,Severe,Severe,Moderate,Moderate
Green Lantern,2011,5.5,276068,"Action, Adventure, Sci-Fi",114,PG-13,None,Moderate,Mild,Mild,Moderate
Nomadland,2020,7.4,129585,Drama,107,R,Mild,None,Mild,Mild,None
Barry Lyndon,1975,8.1,158934,"Adventure, Drama, History",185,PG,Moderate,Moderate,None,Mild,Moderate
Retfærdighedens ryttere,2020,7.6,29167,"Action, Comedy, Drama",116,R,Moderate,Moderate,Moderate,Moderate,Moderate
The Hangover,2009,7.7,744824,Comedy,100,R,Moderate,Mild,Severe,Moderate,Mild
What We Do in the Shadows,2014,7.7,169214,"Comedy, Horror",86,R,Mild,Moderate,Moderate,Mild,Mild
Raya and the Last Dragon,2021,7.4,118087,"Animation, Action, Adventure",107,PG,None,Mild,None,None,Mild
Lolita,1997,6.9,55502,"Drama, Romance",137,R,Moderate,Mild,Mild,Mild,Mild
The Amazing Spider-Man,2012,6.9,583453,"Action, Adventure, Fantasy",136,PG-13,Mild,Moderate,Mild,Mild,Moderate
Final Destination,2000,6.7,240824,"Horror, Thriller",98,R,Mild,Severe,Moderate,Mild,Severe
Donnie Darko,2001,8.0,765552,"Drama, Mystery, Sci-Fi",113,R,Mild,Moderate,Moderate,Moderate,Moderate
Licence to Kill,1989,6.6,99665,"Action, Adventure, Thriller",133,PG-13,Mild,Moderate,Mild,Moderate,Moderate
Grave,2016,7.0,67307,"Drama, Horror",99,R,Severe,Severe,Moderate,Moderate,Severe
Harry Potter and the Goblet of Fire,2005,7.7,576173,"Adventure, Family, Fantasy",157,PG-13,None,Moderate,Mild,Mild,Moderate
Freaky,2020,6.4,44790,"Comedy, Horror, Thriller",102,R,Mild,Severe,Severe,Mild,Moderate
Madres,2021,4.7,593,Horror,83,R,Mild,Mild,Mild,Severe,Mild
Shutter Island,2010,8.2,1201153,"Mystery, Thriller",138,R,Mild,Severe,Moderate,Moderate,Severe
Harry Potter and the Deathly Hallows: Part 2,2011,8.1,805570,"Adventure, Fantasy, Mystery",130,PG-13,None,Moderate,Mild,None,Moderate
Avatar,2009,7.8,1158903,"Action, Adventure, Fantasy",162,PG-13,Mild,Moderate,Moderate,Mild,Moderate
The Princess Bride,1987,8.1,409486,"Adventure, Family, Fantasy",98,PG,None,Mild,Mild,None,Mild
The Mummy,1999,7.0,408196,"Action, Adventure, Fantasy",124,PG-13,Mild,Moderate,Mild,Mild,Moderate
Super Mario Bros.,1993,4.1,52230,"Adventure, Comedy, Family",104,PG,Mild,Mild,Mild,Mild,Moderate
Scream 2,1997,6.2,165426,"Horror, Mystery",120,R,Mild,Severe,Moderate,Mild,Severe
The Hunt,2020,6.5,90206,"Action, Horror, Thriller",90,R,None,Severe,Severe,Mild,Severe
Tomb Raider,2018,6.3,203315,"Action, Adventure, Fantasy",119,PG-13,None,Moderate,Mild,Mild,Moderate
The Prestige,2006,8.5,1249036,"Drama, Mystery, Sci-Fi",130,PG-13,Mild,Moderate,Mild,Mild,Moderate
Spider-Man: Into the Spider-Verse,2018,8.4,431235,"Animation, Action, Adventure",117,PG,None,Mild,Mild,None,Mild
Orphan,2009,7.0,203890,"Horror, Mystery, Thriller",123,R,Moderate,Severe,Moderate,Mild,Severe
The Hills Have Eyes,2006,6.4,164444,"Horror, Thriller",107,R,Severe,Severe,Severe,Mild,Severe
Jumper,2008,6.1,295834,"Action, Adventure, Sci-Fi",88,PG-13,Mild,Moderate,Moderate,Mild,Moderate
Us,2019,6.8,258396,"Horror, Mystery, Thriller",116,R,None,Severe,Moderate,Mild,Severe
Sicario,2015,7.6,396825,"Action, Crime, Drama",121,R,Mild,Severe,Severe,Moderate,Severe
Whiplash,2014,8.5,767273,"Drama, Music",106,R,None,Mild,Severe,Mild,Moderate
Boogie Nights,1997,7.9,251062,Drama,155,R,Severe,Moderate,Severe,Severe,Moderate
Deadpool 2,2018,7.7,520665,"Action, Adventure, Comedy",119,R,Moderate,Severe,Severe,Moderate,Moderate
Copshop,2021,6.4,5502,"Action, Crime, Thriller",107,R,Mild,Severe,Severe,Mild,Moderate
Fright Night,1985,7.1,65518,"Fantasy, Horror, Thriller",106,R,Moderate,Severe,Moderate,Mild,Moderate
It Chapter Two,2019,6.5,231670,"Drama, Fantasy, Horror",169,R,Mild,Severe,Severe,Mild,Severe
Sweet Girl,2021,5.5,25740,"Action, Drama, Thriller",110,R,None,Moderate,Moderate,None,Moderate
Downton Abbey,2019,7.4,46222,"Drama, Romance",122,PG,Mild,None,None,Mild,Mild
Pride & Prejudice,2005,7.8,274365,"Drama, Romance",129,PG,None,None,None,Mild,None
News of the World,2020,6.8,76239,"Action, Adventure, Drama",118,PG-13,None,Mild,Mild,Mild,Mild
The Great Gatsby,2013,7.2,505143,"Drama, Romance",143,PG-13,Mild,Mild,Mild,Moderate,Mild
Friday the 13th,2009,5.5,102439,"Horror, Mystery, Thriller",97,R,Severe,Severe,Severe,Severe,Severe
The Green Mile,1999,8.6,1207936,"Crime, Drama, Fantasy",189,R,Mild,Severe,Moderate,Mild,Severe
Papillon,2017,7.2,66488,"Adventure, Biography, Crime",133,R,Moderate,Severe,Moderate,Mild,Moderate
The Texas Chain Saw Massacre,1974,7.5,147052,Horror,83,R,None,Moderate,Mild,Mild,Severe
Official Secrets,2019,7.3,41558,"Biography, Crime, Drama",112,R,Mild,None,Moderate,None,Mild
Pirates of the Caribbean: The Curse of the Black Pearl,2003,8.0,1047410,"Action, Adventure, Fantasy",143,PG-13,Mild,Moderate,Mild,Moderate,Moderate
Man of Steel,2013,7.0,731861,"Action, Adventure, Sci-Fi",143,PG-13,None,Moderate,Mild,Mild,Moderate
Live by Night,2016,6.4,55020,"Action, Crime, Drama",129,R,Mild,Severe,Severe,Moderate,Moderate
In Time,2011,6.7,389523,"Action, Sci-Fi, Thriller",109,PG-13,Mild,Moderate,Mild,Mild,Moderate
The Social Network,2010,7.7,656645,"Biography, Drama",120,PG-13,Moderate,None,Moderate,Moderate,Mild
Hamilton,2020,8.4,74919,"Biography, Drama, History",160,PG-13,Mild,Mild,Moderate,Mild,Mild
Halloween H20: 20 Years Later,1998,5.8,69868,"Horror, Thriller",86,R,Mild,Severe,Moderate,Mild,Severe
The Big Short,2015,7.8,392393,"Biography, Comedy, Drama",130,R,Moderate,None,Severe,Mild,Mild
Prometheus,2012,7.0,585488,"Adventure, Mystery, Sci-Fi",124,R,Mild,Severe,Moderate,Mild,Severe
Project X,2012,6.6,197140,Comedy,88,R,Severe,Moderate,Severe,Severe,Moderate
The Sixth Sense,1999,8.1,944500,"Drama, Mystery, Thriller",107,PG-13,Mild,Moderate,Mild,Mild,Moderate
Nocturnal Animals,2016,7.5,254129,"Drama, Thriller",116,R,Moderate,Moderate,Moderate,Mild,Severe
Mars Attacks!,1996,6.3,218403,"Comedy, Sci-Fi",106,PG-13,Mild,Moderate,Mild,Mild,Moderate
The Devil All the Time,2020,7.1,113731,"Crime, Drama, Thriller",138,R,Moderate,Severe,Moderate,Mild,Severe
Sen to Chihiro no kamikakushi,2001,8.6,697008,"Animation, Adventure, Family",125,PG,None,Mild,None,Mild,Moderate
Practical Magic,1998,6.3,76854,"Comedy, Drama, Fantasy",104,PG-13,Mild,Mild,Moderate,Mild,Moderate
Love,2015,6.1,53341,"Drama, Romance",135,R,Severe,Mild,Severe,Severe,Mild
The Lost Boys,1987,7.3,132494,"Comedy, Horror",97,R,Mild,Moderate,Mild,Mild,Moderate
Chaos Walking,2021,5.7,33697,"Action, Adventure, Fantasy",109,PG-13,Mild,Moderate,Mild,None,Moderate
The Cabin in the Woods,2011,7.0,394326,"Horror, Mystery, Thriller",95,R,Moderate,Severe,Moderate,Moderate,Severe
Troy,2004,7.3,507919,"Drama, History",163,R,Moderate,Severe,Mild,Mild,Moderate
Jumanji: The Next Level,2019,6.7,216424,"Action, Adventure, Comedy",123,PG-13,Mild,Mild,Moderate,None,Moderate
Taxi Driver,1976,8.2,764376,"Crime, Drama",114,R,Moderate,Severe,Severe,Moderate,Severe
Spiral: From the Book of Saw,2021,5.3,37402,"Crime, Horror, Mystery",93,R,None,Severe,Severe,Mild,Severe
I Know What You Did Last Summer,1997,5.7,139464,"Horror, Mystery",101,R,Mild,Severe,Severe,Mild,Moderate
Nightcrawler,2014,7.8,497755,"Crime, Drama, Thriller",117,R,None,Moderate,Severe,Mild,Moderate
After We Collided,2020,5.2,25369,"Drama, Romance",105,R,Moderate,Mild,Moderate,Moderate,Mild
Black Swan,2010,8.0,725939,"Drama, Thriller",108,R,Severe,Severe,Moderate,Moderate,Severe
Birds of Prey: And the Fantabulous Emancipation of One Harley Quinn,2020,6.1,210807,"Action, Adventure, Comedy",109,R,Mild,Severe,Severe,Moderate,Moderate
The Greatest Showman,2017,7.6,257193,"Biography, Drama, Musical",105,PG,None,Mild,None,Mild,Mild
Scarface,1983,8.3,781141,"Crime, Drama",170,R,Moderate,Severe,Severe,Severe,Severe
Requiem for a Dream,2000,8.3,797796,Drama,102,R,Severe,Severe,Severe,Severe,Severe
The Haunted Mansion,2003,5.1,46587,"Comedy, Family, Fantasy",99,PG,None,Mild,Mild,Mild,Moderate
American Beauty,1999,8.3,1106814,Drama,122,R,Severe,Moderate,Severe,Moderate,Moderate
Sleepy Hollow,1999,7.3,344487,"Fantasy, Horror, Mystery",105,R,Mild,Severe,None,Mild,Moderate
Halloween II,2009,4.8,51201,Horror,105,R,Severe,Severe,Severe,Moderate,Severe
Legally Blonde,2001,6.4,200635,"Comedy, Romance",96,PG-13,Mild,Mild,Mild,None,None
Ex Machina,2014,7.7,503935,"Drama, Sci-Fi, Thriller",108,R,Moderate,Moderate,Moderate,Moderate,Moderate
Harry Potter and the Chamber of Secrets,2002,7.4,584281,"Adventure, Family, Fantasy",161,PG,None,Mild,Mild,None,Moderate
Saw,2004,7.6,398328,"Horror, Mystery, Thriller",103,R,Mild,Severe,Severe,Mild,Severe
Good Will Hunting,1997,8.3,903784,"Drama, Romance",126,R,Mild,Mild,Severe,Mild,Mild
Halloween: Resurrection,2002,4.0,40340,"Horror, Thriller",94,R,Mild,Severe,Severe,Mild,Moderate
Hacksaw Ridge,2016,8.1,470213,"Biography, Drama, History",139,R,Mild,Severe,Mild,Mild,Severe
The Revenant,2015,8.0,745279,"Action, Adventure, Drama",156,R,Mild,Severe,Moderate,Mild,Severe
Fear Street: 1978,2021,6.7,50405,"Drama, Horror, Mystery",109,R,Moderate,Severe,Moderate,Moderate,Severe
Coraline,2009,7.7,209543,"Animation, Drama, Family",100,PG,Mild,Mild,Mild,None,Moderate
Vivo,2021,6.7,13103,"Animation, Adventure, Comedy",95,PG,None,None,None,None,None
Van Helsing,2004,6.1,254911,"Action, Adventure, Fantasy",131,PG-13,Mild,Moderate,Mild,Mild,Moderate
Baywatch,2004,5.3,26458,"Action, Adventure, Crime",60,PG-13,Mild,Moderate,Mild,Mild,Moderate
Logan,2017,8.1,691288,"Action, Drama, Sci-Fi",137,R,Mild,Severe,Severe,Moderate,Severe
Jojo Rabbit,2019,7.9,341408,"Comedy, Drama, War",108,PG-13,None,Mild,Moderate,Mild,Moderate
Dazed and Confused,1993,7.6,174514,Comedy,102,R,Mild,Mild,Severe,Severe,None
One Hour Photo,2002,6.8,119154,"Drama, Thriller",96,R,Severe,Moderate,Moderate,Mild,Moderate
Top Gun,1986,6.9,311891,"Action, Drama",110,PG,Mild,Mild,Moderate,Mild,Mild
Idi i smotri,1985,8.3,68644,"Drama, Thriller, War",142,R,Moderate,Severe,Mild,Mild,Severe
Men in Black,1997,7.3,537337,"Action, Adventure, Comedy",98,PG-13,Mild,Moderate,Moderate,Mild,Mild
The Lord of the Rings: The Return of the King,2003,8.9,1715063,"Action, Adventure, Drama",201,PG-13,None,Moderate,None,Mild,Moderate
Small Engine Repair,2021,6.6,985,"Comedy, Drama, Thriller",102,R,Severe,Moderate,Severe,Moderate,Moderate
Star Wars,1977,8.6,1280508,"Action, Adventure, Fantasy",121,PG,None,Mild,None,Mild,Mild
Clueless,1995,6.9,198808,"Comedy, Romance",97,PG-13,Mild,None,Mild,Mild,None
Baby Driver,2017,7.6,480085,"Action, Crime, Drama",113,R,None,Moderate,Severe,Mild,Moderate
The Ice Road,2021,5.6,26526,"Action, Adventure, Drama",109,PG-13,None,Moderate,Moderate,Mild,Moderate
Harry Potter and the Prisoner of Azkaban,2004,7.9,582354,"Adventure, Family, Fantasy",142,PG,None,Moderate,Mild,Mild,Moderate
The Outsiders,1983,7.1,80102,"Crime, Drama",91,PG,Mild,Moderate,Mild,Mild,Moderate
The Last House on the Left,2009,6.5,89319,"Horror, Thriller",110,R,Severe,Severe,Severe,Moderate,Severe
Scott Pilgrim vs. the World,2010,7.5,402891,"Action, Comedy, Fantasy",112,PG-13,Mild,Mild,Mild,Mild,None
The Mauritanian,2021,7.5,38934,"Drama, Thriller",129,R,Mild,Moderate,Moderate,Mild,Severe
American Pie,1999,7.0,390360,Comedy,95,R,Severe,None,Moderate,Moderate,None
Halloween 5: The Revenge of Michael Myers,1989,5.1,37734,"Horror, Thriller",96,R,Moderate,Severe,Mild,Mild,Severe
Death Proof,2007,7.0,279711,"Action, Thriller",127,R,Mild,Severe,Severe,Moderate,Moderate
Atonement,2007,7.8,263578,"Drama, Mystery, Romance",123,R,Moderate,Moderate,Moderate,Mild,Moderate
The Avengers,2012,8.0,1311358,"Action, Adventure, Sci-Fi",143,PG-13,None,Moderate,Mild,Mild,Mild
Moonrise Kingdom,2012,7.8,332257,"Comedy, Drama, Romance",94,PG-13,Mild,Mild,Mild,Mild,Mild
Clue,1985,7.3,90668,"Comedy, Crime, Mystery",94,PG,Mild,Mild,Mild,Mild,Mild
El hoyo,2019,7.0,191553,"Horror, Sci-Fi, Thriller",94,R,Moderate,Severe,Mild,Mild,Severe
Kamisama no iu tôri,2014,6.4,5725,"Adventure, Horror, Sci-Fi",117,R,None,Severe,Mild,None,Moderate
SAS: Red Notice,2021,5.1,14731,"Action, Thriller",124,R,None,Moderate,Moderate,None,Moderate
What Is Life Worth,2020,6.8,9296,"Biography, Drama, History",118,PG-13,None,None,Mild,None,Mild
Scary Stories to Tell in the Dark,2019,6.2,68710,"Adventure, Horror, Mystery",108,PG-13,None,Moderate,Mild,None,Severe
No Sudden Move,2021,6.5,23345,"Crime, Drama, Mystery",115,R,None,Moderate,Moderate,Moderate,Moderate
The Irishman,2019,7.8,353241,"Biography, Crime, Drama",209,R,None,Severe,Severe,Moderate,Moderate
Step Brothers,2008,6.9,279245,Comedy,98,R,Moderate,Mild,Severe,Mild,None
Charlie and the Chocolate Factory,2005,6.6,448686,"Adventure, Comedy, Family",115,PG,None,Mild,Mild,None,Moderate
Dunkirk,2017,7.8,598523,"Action, Drama, History",106,PG-13,None,Moderate,Moderate,Mild,Severe
Aquaman,2018,6.9,417971,"Action, Adventure, Fantasy",143,PG-13,None,Moderate,Mild,Mild,Mild
Cashback,2006,7.1,85011,"Comedy, Drama, Romance",102,R,Severe,Mild,Moderate,Mild,Mild
The Living Daylights,1987,6.7,93814,"Action, Adventure, Thriller",130,PG,Mild,Moderate,Mild,Mild,Mild
28 Days Later...,2002,7.6,393805,"Drama, Horror, Sci-Fi",113,R,Moderate,Severe,Severe,Moderate,Severe
Night Hunter,2018,5.9,18222,Thriller,98,R,None,Moderate,Severe,Mild,Moderate
Love and Monsters,2020,7.0,109343,"Action, Adventure, Comedy",109,PG-13,Mild,Mild,Mild,Mild,Mild
Doctor Strange,2016,7.5,647690,"Action, Adventure, Fantasy",115,PG-13,None,Moderate,Mild,None,Moderate
Wrong Turn,2021,5.5,22824,"Horror, Thriller",109,R,Mild,Severe,Severe,Mild,Severe
Soul,2020,8.1,281089,"Animation, Adventure, Comedy",100,PG,None,None,None,None,Mild
Avengers: Age of Ultron,2015,7.3,794220,"Action, Adventure, Sci-Fi",141,PG-13,Mild,Moderate,Mild,Mild,Moderate
There Will Be Blood,2007,8.2,546904,Drama,158,R,None,Moderate,Mild,Mild,Moderate
Maleficent,2014,7.0,358078,"Action, Adventure, Family",97,PG,None,Moderate,None,None,Mild
Cars,2006,7.1,388952,"Animation, Adventure, Comedy",117,G,None,None,Mild,None,Mild
Premonition,2007,5.9,75465,"Drama, Fantasy, Mystery",96,PG-13,None,Mild,Mild,None,Mild
A Nightmare on Elm Street 3: Dream Warriors,1987,6.6,75796,"Fantasy, Horror",96,R,Moderate,Severe,Moderate,Moderate,Severe
The Witches,2020,5.3,33099,"Adventure, Comedy, Family",106,PG,None,Moderate,None,Mild,Moderate
Iron Man,2008,7.9,986931,"Action, Adventure, Sci-Fi",126,PG-13,Mild,Moderate,Mild,Mild,Moderate
The Village,2004,6.5,251685,"Drama, Mystery, Thriller",108,PG-13,None,Moderate,None,None,Moderate
300,2006,7.6,758693,"Action, Drama",117,R,Moderate,Severe,Mild,None,Severe
Thor,2011,7.0,786140,"Action, Adventure, Fantasy",115,PG-13,None,Mild,Mild,Mild,Mild
The Lobster,2015,7.2,235976,"Comedy, Drama, Romance",119,R,Moderate,Moderate,Moderate,Mild,Moderate
Transformers,2007,7.0,614130,"Action, Adventure, Sci-Fi",144,PG-13,Mild,Moderate,Moderate,Mild,Moderate
The Boy in the Striped Pyjamas,2008,7.8,202382,"Drama, History, War",94,PG-13,None,Moderate,None,Mild,Severe
Annette,2021,6.4,9794,"Drama, Musical, Romance",141,R,Severe,Moderate,Moderate,Moderate,Moderate
Training Day,2001,7.7,410765,"Crime, Drama, Thriller",122,R,Moderate,Severe,Severe,Severe,Severe
Raiders of the Lost Ark,1981,8.4,919273,"Action, Adventure",115,PG,Mild,Moderate,Mild,Mild,Moderate
Pearl Harbor,2001,6.2,320925,"Action, Drama, History",183,PG-13,Mild,Severe,Moderate,Mild,Severe
Matilda,1996,6.9,139078,"Comedy, Family, Fantasy",98,PG,None,Mild,Mild,Mild,Moderate
The Amazing Spider-Man 2,2014,6.6,437313,"Action, Adventure, Fantasy",142,PG-13,None,Moderate,Mild,Mild,Moderate
Coco,2017,8.4,435130,"Animation, Adventure, Comedy",105,PG,None,Mild,None,Mild,Mild
Desperado,1995,7.2,178691,"Action, Crime, Thriller",104,R,Moderate,Severe,Severe,Mild,Moderate
Judas and the Black Messiah,2021,7.5,62197,"Biography, Drama, History",126,R,Mild,Moderate,Severe,Mild,Moderate
Alita: Battle Angel,2019,7.3,247942,"Action, Adventure, Sci-Fi",122,PG-13,None,Moderate,Mild,Mild,Moderate
The Godfather: Part II,1974,9.0,1187439,"Crime, Drama",202,R,Mild,Severe,Moderate,Mild,Moderate
Pitch Perfect,2012,7.1,290316,"Comedy, Music, Romance",112,PG-13,Mild,Mild,Mild,Mild,None
Captain America: The First Avenger,2011,6.9,785169,"Action, Adventure, Sci-Fi",124,PG-13,Mild,Moderate,Mild,None,Mild
The Dreamers,2003,7.2,116531,"Drama, Romance",115,R,Severe,Mild,Moderate,Moderate,None
The Dry,2020,6.9,16638,"Crime, Drama, Mystery",117,R,None,Moderate,Moderate,Mild,Moderate
Eternal Sunshine of the Spotless Mind,2004,8.3,951057,"Drama, Romance, Sci-Fi",108,R,Mild,Mild,Moderate,Mild,Mild
Spider-Man 2,2004,7.3,578084,"Action, Adventure, Sci-Fi",127,PG-13,Mild,Moderate,Mild,Mild,Moderate
The Martian,2015,8.0,797773,"Adventure, Drama, Sci-Fi",144,PG-13,Mild,Mild,Moderate,Mild,Mild
Wonder Woman,2017,7.4,613054,"Action, Adventure, Fantasy",141,PG-13,Mild,Moderate,Mild,Mild,Mild
Scream 4,2011,6.2,133751,"Horror, Mystery",111,R,Mild,Severe,Severe,Moderate,Severe
Jumanji,1995,7.0,324368,"Adventure, Comedy, Family",104,PG,None,Mild,Mild,Mild,Moderate
The Guest,2014,6.7,96530,"Action, Mystery, Thriller",100,R,Moderate,Severe,Severe,Moderate,Moderate
Ah-ga-ssi,2016,8.1,128983,"Drama, Romance, Thriller",145,R,Severe,Moderate,Severe,Mild,Moderate
The Last of the Mohicans,1992,7.7,159819,"Action, Adventure, Drama",112,R,Mild,Moderate,None,None,Moderate
Watchmen,2009,7.6,527291,"Action, Drama, Mystery",162,R,Severe,Severe,Severe,Mild,Severe
Snowpiercer,2013,7.1,341519,"Action, Drama, Sci-Fi",126,R,None,Severe,Moderate,Moderate,Severe
Aliens,1986,8.3,680473,"Action, Adventure, Sci-Fi",137,R,None,Moderate,Moderate,Mild,Severe
Mother!,2017,6.6,206014,"Drama, Horror, Mystery",121,R,Moderate,Severe,Moderate,Mild,Severe
John Wick: Chapter 3 - Parabellum,2019,7.4,307504,"Action, Crime, Thriller",130,R,None,Severe,Moderate,Mild,Severe
Green Book,2018,8.2,429657,"Biography, Comedy, Drama",130,PG-13,Mild,Mild,Moderate,Moderate,Mild
Tommy Boy,1995,7.1,81456,"Adventure, Comedy",97,PG-13,Mild,Mild,Mild,Mild,None
Kill Bill: Vol. 1,2003,8.1,1049398,"Action, Crime, Drama",111,R,Mild,Severe,Severe,Mild,Moderate
It Follows,2014,6.8,223147,"Horror, Mystery, Thriller",100,R,Severe,Moderate,Moderate,Mild,Severe
Gemini Man,2019,5.7,103621,"Action, Drama, Sci-Fi",117,PG-13,None,Moderate,Moderate,Mild,Mild
Vacation Friends,2021,6.3,14822,"Adventure, Comedy",103,R,Mild,Mild,Severe,Severe,None
Snatch,2000,8.3,813924,"Comedy, Crime",104,R,Mild,Moderate,Severe,Mild,Mild
The Notebook,2004,7.8,542082,"Drama, Romance",123,PG-13,Moderate,Mild,Mild,Mild,Mild
The Hobbit: An Unexpected Journey,2012,7.8,782308,"Adventure, Fantasy",169,PG-13,None,Moderate,None,Mild,Moderate
Split,2016,7.3,457276,"Horror, Thriller",117,PG-13,Mild,Moderate,Mild,Mild,Moderate
The Descent,2005,7.2,211927,"Adventure, Horror, Thriller",99,R,Mild,Severe,Moderate,Mild,Severe
The Usual Suspects,1995,8.5,1031650,"Crime, Mystery, Thriller",106,R,Mild,Moderate,Severe,Moderate,Moderate
Edge of Tomorrow,2014,7.9,633486,"Action, Adventure, Sci-Fi",113,PG-13,Mild,Moderate,Mild,Mild,Moderate
Jolt,2021,5.6,23407,"Action, Thriller",91,R,Mild,Moderate,Moderate,Mild,Moderate
Layer Cake,2004,7.3,173698,"Action, Crime, Drama",105,R,Moderate,Severe,Severe,Severe,Moderate
Stardust,2007,7.6,263530,"Adventure, Family, Fantasy",127,PG-13,Mild,Moderate,None,Mild,Moderate
Dark Shadows,2012,6.2,255634,"Comedy, Fantasy, Horror",113,PG-13,Mild,Moderate,Mild,Mild,Moderate
Tom & Jerry,2021,5.3,29886,"Animation, Adventure, Comedy",101,PG,None,Mild,None,Mild,Mild
Srpski film,2010,5.0,61013,"Horror, Mystery, Thriller",104,R,Severe,Severe,Severe,Severe,Severe
The Matrix Revolutions,2003,6.8,470439,"Action, Sci-Fi",129,R,Mild,Severe,Mild,Mild,Moderate
Cast Away,2000,7.8,553904,"Adventure, Drama, Romance",143,PG-13,None,Moderate,Mild,None,Moderate
One Flew Over the Cuckoo's Nest,1975,8.7,956596,Drama,133,R,Mild,Moderate,Severe,Mild,Severe
A Nightmare on Elm Street,2010,5.2,96348,"Crime, Drama, Horror",95,R,Mild,Severe,Moderate,Moderate,Severe
Drive,2011,7.8,597089,"Crime, Drama",100,R,Moderate,Severe,Moderate,Mild,Severe
Batman Begins,2005,8.2,1364161,"Action, Adventure",140,PG-13,None,Moderate,Mild,Mild,Moderate
2001: A Space Odyssey,1968,8.3,631754,"Adventure, Sci-Fi",149,G,None,Mild,None,None,Moderate
E.T. the Extra-Terrestrial,1982,7.8,388301,"Family, Sci-Fi",115,PG,None,Mild,Mild,Mild,Moderate
Hotel Transylvania,2012,7.1,237433,"Animation, Adventure, Comedy",91,PG,None,Mild,None,None,Mild
Sinister,2012,6.8,234119,"Horror, Mystery, Thriller",110,R,None,Severe,Mild,Mild,Severe
